"entidad","entidad_ascii","distrito","coalicion","grupo_parlamentario","partido_origen"
"NAYARIT","NAYARIT",3,"VA POR MEXICO","PAN",\N
"OAXACA","OAXACA",1,"VA POR MEXICO","PRD",\N
"OAXACA","OAXACA",2,"VA POR MEXICO","PRD",\N
"OAXACA","OAXACA",3,"VA POR MEXICO","PRI",\N
"OAXACA","OAXACA",4,"VA POR MEXICO","PAN",\N
"OAXACA","OAXACA",5,"VA POR MEXICO","PRI",\N
"OAXACA","OAXACA",6,"VA POR MEXICO","PRD",\N
"OAXACA","OAXACA",7,"VA POR MEXICO","PRI",\N
"OAXACA","OAXACA",8,"VA POR MEXICO","PRI",\N
"OAXACA","OAXACA",9,"VA POR MEXICO","PRI",\N
"OAXACA","OAXACA",10,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",1,"VA POR MEXICO","PRD",\N
"PUEBLA","PUEBLA",2,"VA POR MEXICO","PRI",\N
"PUEBLA","PUEBLA",3,"VA POR MEXICO","PRI",\N
"PUEBLA","PUEBLA",4,"VA POR MEXICO","PRD",\N
"PUEBLA","PUEBLA",5,"VA POR MEXICO","PRD",\N
"PUEBLA","PUEBLA",6,"VA POR MEXICO","PRI",\N
"PUEBLA","PUEBLA",7,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",8,"VA POR MEXICO","PRI",\N
"PUEBLA","PUEBLA",9,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",10,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",11,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",12,"VA POR MEXICO","PAN",\N
"PUEBLA","PUEBLA",13,"VA POR MEXICO","PRD",\N
"PUEBLA","PUEBLA",14,"VA POR MEXICO","PRI",\N
"PUEBLA","PUEBLA",15,"VA POR MEXICO","PRI",\N
"QUINTANA ROO","QUINTANA ROO",1,"VA POR MEXICO","PAN",\N
"QUINTANA ROO","QUINTANA ROO",2,"VA POR MEXICO","PRI",\N
"QUINTANA ROO","QUINTANA ROO",3,"VA POR MEXICO","PRD",\N
"QUINTANA ROO","QUINTANA ROO",4,"VA POR MEXICO","PRD",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",1,"VA POR MEXICO","PRI",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",2,"VA POR MEXICO","PRD",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",3,"VA POR MEXICO","PRI",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",4,"VA POR MEXICO","PRD",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",5,"VA POR MEXICO","PAN",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",6,"VA POR MEXICO","PAN",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",7,"VA POR MEXICO","PAN",\N
"SINALOA","SINALOA",1,"VA POR MEXICO","PAN",\N
"SINALOA","SINALOA",2,"VA POR MEXICO","PAN",\N
"SINALOA","SINALOA",3,"VA POR MEXICO","PRI",\N
"SINALOA","SINALOA",4,"VA POR MEXICO","PRI",\N
"SINALOA","SINALOA",5,"VA POR MEXICO","PRI",\N
"SINALOA","SINALOA",6,"VA POR MEXICO","PRD",\N
"SINALOA","SINALOA",7,"VA POR MEXICO","PRI",\N
"SONORA","SONORA",1,"VA POR MEXICO","PAN",\N
"SONORA","SONORA",2,"VA POR MEXICO","PAN",\N
"SONORA","SONORA",3,"VA POR MEXICO","PAN",\N
"SONORA","SONORA",4,"VA POR MEXICO","PRD",\N
"SONORA","SONORA",5,"VA POR MEXICO","PRI",\N
"SONORA","SONORA",6,"VA POR MEXICO","PRI",\N
"SONORA","SONORA",7,"VA POR MEXICO","PRI",\N
"TABASCO","TABASCO",1,"VA POR MEXICO","PRI",\N
"TABASCO","TABASCO",2,"VA POR MEXICO","PRD",\N
"TABASCO","TABASCO",3,"VA POR MEXICO","PRD",\N
"TABASCO","TABASCO",4,"VA POR MEXICO","PRD",\N
"TABASCO","TABASCO",5,"VA POR MEXICO","PRD",\N
"TABASCO","TABASCO",6,"VA POR MEXICO","PAN",\N
"TLAXCALA","TLAXCALA",1,"VA POR MEXICO","PAN",\N
"TLAXCALA","TLAXCALA",2,"VA POR MEXICO","PRD",\N
"TLAXCALA","TLAXCALA",3,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",1,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",2,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",3,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",4,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",5,"VA POR MEXICO","PRD",\N
"VERACRUZ","VERACRUZ",6,"VA POR MEXICO","PRD",\N
"VERACRUZ","VERACRUZ",7,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",8,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",9,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",10,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",11,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",12,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",13,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",14,"VA POR MEXICO","PRD",\N
"VERACRUZ","VERACRUZ",15,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",16,"VA POR MEXICO","PRI",\N
"VERACRUZ","VERACRUZ",17,"VA POR MEXICO","PAN",\N
"VERACRUZ","VERACRUZ",18,"VA POR MEXICO","PRD",\N
"VERACRUZ","VERACRUZ",19,"VA POR MEXICO","PRD",\N
"VERACRUZ","VERACRUZ",20,"VA POR MEXICO","PRD",\N
"ZACATECAS","ZACATECAS",1,"VA POR MEXICO","PRI",\N
"ZACATECAS","ZACATECAS",2,"VA POR MEXICO","PAN",\N
"ZACATECAS","ZACATECAS",3,"VA POR MEXICO","PRI",\N
"ZACATECAS","ZACATECAS",4,"VA POR MEXICO","PRD",\N
