"entidad","entidad_ascii","distrito","coalicion","grupo_parlamentario","partido_origen"
"CHIAPAS","CHIAPAS",8,"SIGAMOS HACIENDO HISTORIA","PT",\N
"CHIAPAS","CHIAPAS",9,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CHIAPAS","CHIAPAS",10,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CHIAPAS","CHIAPAS",11,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CHIAPAS","CHIAPAS",13,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CHIHUAHUA","CHIHUAHUA",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CHIHUAHUA","CHIHUAHUA",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CHIHUAHUA","CHIHUAHUA",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"CHIHUAHUA","CHIHUAHUA",4,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CHIHUAHUA","CHIHUAHUA",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CHIHUAHUA","CHIHUAHUA",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CHIHUAHUA","CHIHUAHUA",7,"SIGAMOS HACIENDO HISTORIA","PT",\N
"CHIHUAHUA","CHIHUAHUA",8,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CHIHUAHUA","CHIHUAHUA",9,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",2,"SIGAMOS HACIENDO HISTORIA","PT",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",3,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",8,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",9,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",11,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",12,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",13,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",14,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",15,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",16,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",17,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",18,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",19,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",20,"SIGAMOS HACIENDO HISTORIA","PT",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",21,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"CIUDAD DE MÉXICO","CIUDAD DE MEXICO",22,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"DURANGO","DURANGO",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"DURANGO","DURANGO",2,"SIGAMOS HACIENDO HISTORIA","PT",\N
"DURANGO","DURANGO",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"DURANGO","DURANGO",4,"SIGAMOS HACIENDO HISTORIA","PT",\N
"GUANAJUATO","GUANAJUATO",1,"SIGAMOS HACIENDO HISTORIA","PT",\N
"GUANAJUATO","GUANAJUATO",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUANAJUATO","GUANAJUATO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",5,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUANAJUATO","GUANAJUATO",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",7,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUANAJUATO","GUANAJUATO",8,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",9,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUANAJUATO","GUANAJUATO",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",11,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",12,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",13,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",14,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUANAJUATO","GUANAJUATO",15,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUERRERO","GUERRERO",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUERRERO","GUERRERO",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUERRERO","GUERRERO",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUERRERO","GUERRERO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUERRERO","GUERRERO",5,"SIGAMOS HACIENDO HISTORIA","PT",\N
"GUERRERO","GUERRERO",6,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"GUERRERO","GUERRERO",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"GUERRERO","GUERRERO",8,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"HIDALGO","HIDALGO",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"JALISCO","JALISCO",1,"SIGAMOS HACIENDO HISTORIA","PT",\N
"JALISCO","JALISCO",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",8,"SIGAMOS HACIENDO HISTORIA","PT",\N
"JALISCO","JALISCO",9,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",10,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"JALISCO","JALISCO",11,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",12,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",13,"SIGAMOS HACIENDO HISTORIA","PT",\N
"JALISCO","JALISCO",14,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"JALISCO","JALISCO",15,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",16,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",17,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"JALISCO","JALISCO",18,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",19,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"JALISCO","JALISCO",20,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",2,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",5,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",9,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",12,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",14,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",16,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",18,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",19,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",20,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",21,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",22,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",23,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",24,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",25,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",26,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",27,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",28,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",30,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",32,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",34,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",35,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",36,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",37,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MÉXICO","MEXICO",38,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MÉXICO","MEXICO",39,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MÉXICO","MEXICO",40,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MICHOACÁN","MICHOACAN",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MICHOACÁN","MICHOACAN",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MICHOACÁN","MICHOACAN",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MICHOACÁN","MICHOACAN",6,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MICHOACÁN","MICHOACAN",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MICHOACÁN","MICHOACAN",8,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MICHOACÁN","MICHOACAN",9,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MICHOACÁN","MICHOACAN",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MICHOACÁN","MICHOACAN",11,"SIGAMOS HACIENDO HISTORIA","PT",\N
"MORELOS","MORELOS",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MORELOS","MORELOS",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MORELOS","MORELOS",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"MORELOS","MORELOS",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"MORELOS","MORELOS",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NAYARIT","NAYARIT",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NAYARIT","NAYARIT",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NAYARIT","NAYARIT",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"NUEVO LEÓN","NUEVO LEON",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"NUEVO LEÓN","NUEVO LEON",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NUEVO LEÓN","NUEVO LEON",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"NUEVO LEÓN","NUEVO LEON",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NUEVO LEÓN","NUEVO LEON",5,"SIGAMOS HACIENDO HISTORIA","PT",\N
"NUEVO LEÓN","NUEVO LEON",6,"SIGAMOS HACIENDO HISTORIA","PT",\N
"NUEVO LEÓN","NUEVO LEON",7,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"NUEVO LEÓN","NUEVO LEON",8,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NUEVO LEÓN","NUEVO LEON",9,"SIGAMOS HACIENDO HISTORIA","PT",\N
"NUEVO LEÓN","NUEVO LEON",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NUEVO LEÓN","NUEVO LEON",11,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"NUEVO LEÓN","NUEVO LEON",12,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"NUEVO LEÓN","NUEVO LEON",13,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"NUEVO LEÓN","NUEVO LEON",14,"SIGAMOS HACIENDO HISTORIA","PT",\N
"OAXACA","OAXACA",7,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"OAXACA","OAXACA",8,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"OAXACA","OAXACA",9,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"PUEBLA","PUEBLA",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"PUEBLA","PUEBLA",3,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",8,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",13,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",14,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",15,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"PUEBLA","PUEBLA",16,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"QUERÉTARO","QUERETARO",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"QUERÉTARO","QUERETARO",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"QUERÉTARO","QUERETARO",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"QUERÉTARO","QUERETARO",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"QUINTANA ROO","QUINTANA ROO",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"QUINTANA ROO","QUINTANA ROO",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"QUINTANA ROO","QUINTANA ROO",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",5,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",6,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SAN LUIS POTOSÍ","SAN LUIS POTOSI",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SINALOA","SINALOA",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SINALOA","SINALOA",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"SINALOA","SINALOA",4,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SINALOA","SINALOA",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SINALOA","SINALOA",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SONORA","SONORA",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SONORA","SONORA",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SONORA","SONORA",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"SONORA","SONORA",4,"SIGAMOS HACIENDO HISTORIA","PT",\N
"SONORA","SONORA",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"SONORA","SONORA",6,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"SONORA","SONORA",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"TAMAULIPAS","TAMAULIPAS",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"TAMAULIPAS","TAMAULIPAS",2,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"TAMAULIPAS","TAMAULIPAS",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"TAMAULIPAS","TAMAULIPAS",4,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"TAMAULIPAS","TAMAULIPAS",5,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"TAMAULIPAS","TAMAULIPAS",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"TAMAULIPAS","TAMAULIPAS",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"TAMAULIPAS","TAMAULIPAS",8,"SIGAMOS HACIENDO HISTORIA","PT",\N
"TLAXCALA","TLAXCALA",1,"SIGAMOS HACIENDO HISTORIA","PT",\N
"TLAXCALA","TLAXCALA",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"TLAXCALA","TLAXCALA",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"VERACRUZ","VERACRUZ",1,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"VERACRUZ","VERACRUZ",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"VERACRUZ","VERACRUZ",3,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"VERACRUZ","VERACRUZ",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",5,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",7,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",9,"SIGAMOS HACIENDO HISTORIA","PT",\N
"VERACRUZ","VERACRUZ",10,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",11,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",12,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",13,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"VERACRUZ","VERACRUZ",14,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",15,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",16,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",17,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"VERACRUZ","VERACRUZ",18,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"VERACRUZ","VERACRUZ",19,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"YUCATÁN","YUCATAN",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"YUCATÁN","YUCATAN",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"YUCATÁN","YUCATAN",3,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"YUCATÁN","YUCATAN",4,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"YUCATÁN","YUCATAN",5,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"YUCATÁN","YUCATAN",6,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"ZACATECAS","ZACATECAS",1,"SIGAMOS HACIENDO HISTORIA","MORENA",\N
"ZACATECAS","ZACATECAS",2,"SIGAMOS HACIENDO HISTORIA","PVEM",\N
"ZACATECAS","ZACATECAS",3,"SIGAMOS HACIENDO HISTORIA","PT",\N
"ZACATECAS","ZACATECAS",4,"SIGAMOS HACIENDO HISTORIA","PT",\N
